Date,Open,High,Low,Close,Adj Close,Volume
2015-06-22,59.959999,60.650002,59.959999,60.650002,50.139648,16
2015-06-23,60.810001,62.220001,60.810001,62.220001,51.437576,75
2015-06-24,62.189999,62.189999,62.189999,62.189999,51.412773,0
2015-06-25,61.290001,61.290001,61.290001,61.290001,50.668743,0
2015-06-26,61.430000,61.430000,61.430000,61.430000,50.784481,0
2015-06-29,58.779999,58.779999,58.180000,58.180000,48.097691,145
2015-06-30,58.840000,58.840000,58.840000,58.840000,48.643318,0
2015-07-01,59.290001,60.660000,59.290001,60.610001,50.106579,160
2015-07-02,60.509998,60.509998,60.450001,60.450001,49.974312,18
2015-07-03,59.860001,59.860001,59.860001,59.860001,49.486553,30
2015-07-06,58.209999,58.209999,58.209999,58.209999,48.122486,100
2015-07-07,58.360001,58.360001,58.360001,58.360001,48.246494,0
2015-07-08,56.880001,57.480000,56.880001,57.150002,47.246185,250
2015-07-09,57.230000,57.230000,57.230000,57.230000,47.312321,0
2015-07-10,59.209999,60.049999,59.209999,60.049999,49.643627,220
2015-07-13,59.939999,62.410000,59.939999,62.410000,51.594650,116
2015-07-14,62.240002,62.240002,62.090000,62.090000,51.330109,70
2015-07-15,62.459999,62.459999,62.459999,62.459999,51.635986,0
2015-07-16,63.750000,65.099998,63.750000,65.099998,53.818485,1230
2015-07-17,64.980003,64.980003,64.730003,64.730003,53.512604,145
2015-07-20,64.510002,64.510002,64.510002,64.510002,53.330738,0
2015-07-21,64.760002,64.760002,64.760002,64.760002,53.537411,0
2015-07-22,63.750000,63.750000,63.750000,63.750000,52.702442,0
2015-07-23,63.540001,63.540001,63.540001,63.540001,52.528824,0
2015-07-24,62.700001,62.700001,62.700001,62.700001,51.834393,0
2015-07-27,62.680000,62.680000,62.680000,62.680000,51.817856,0
2015-07-28,60.689999,61.299999,60.689999,61.299999,50.677002,50
2015-07-29,61.459999,61.759998,61.459999,61.759998,51.057293,10
2015-07-30,62.240002,62.240002,62.240002,62.240002,51.454113,0
2015-07-31,63.639999,64.989998,63.639999,64.459999,53.289398,180
2015-08-03,64.489998,65.879997,64.489998,65.879997,54.463314,15
2015-08-04,65.419998,65.419998,65.419998,65.419998,54.083031,0
2015-08-05,64.919998,64.919998,64.919998,64.919998,53.669678,0
2015-08-06,66.519997,67.389999,66.519997,67.389999,55.711647,200
2015-08-07,66.989998,66.989998,66.989998,66.989998,55.380962,0
2015-08-10,66.720001,66.720001,66.720001,66.720001,55.157745,0
2015-08-11,65.690002,65.690002,65.690002,65.690002,54.306248,0
2015-08-12,63.580002,63.580002,63.580002,63.580002,52.561893,0
2015-08-13,62.049999,62.959999,62.049999,62.959999,52.049339,15
2015-08-14,62.279999,62.570000,62.279999,62.570000,51.726921,20
2015-08-17,62.820000,63.060001,62.230000,62.669998,51.809589,370
2015-08-18,63.630001,63.630001,63.630001,63.630001,52.603237,0
2015-08-19,62.380001,62.380001,62.380001,62.380001,51.569847,0
2015-08-20,61.549999,61.549999,60.130001,60.130001,49.709763,315
2015-08-21,58.450001,59.070000,56.990002,56.990002,47.113911,403
2015-08-24,54.830002,54.830002,54.660000,54.660000,45.187691,110
2015-08-25,55.310001,57.200001,55.310001,57.200001,47.287518,109
2015-08-26,55.750000,56.220001,55.490002,55.990002,46.287209,255
2015-08-27,57.500000,57.500000,57.500000,57.500000,47.535530,0
2015-08-28,58.169998,58.169998,58.169998,58.169998,48.089424,0
2015-08-31,57.860001,57.860001,57.860001,57.860001,47.833145,0
2015-09-01,56.930000,56.930000,56.930000,56.930000,47.064312,0
2015-09-02,56.570000,56.570000,56.570000,56.570000,46.766693,0
2015-09-03,56.160000,57.959999,56.160000,57.959999,47.915817,10
2015-09-04,56.520000,56.520000,56.520000,56.520000,46.725361,0
2015-09-07,55.840000,55.840000,55.840000,55.840000,46.163200,0
2015-09-08,55.119999,55.980000,55.119999,55.980000,46.278938,60
2015-09-09,56.889999,58.070000,56.889999,58.070000,48.006752,80
2015-09-10,56.759998,56.759998,56.759998,56.759998,46.923767,0
2015-09-11,56.740002,56.740002,56.740002,56.740002,46.907238,0
2015-09-14,56.020000,56.020000,56.020000,56.020000,46.312008,0
2015-09-15,54.610001,54.610001,54.610001,54.610001,45.146351,0
2015-09-16,55.259998,55.509998,55.259998,55.509998,45.890388,30
2015-09-17,55.900002,56.400002,55.900002,56.400002,46.626160,60
2015-09-18,56.250000,56.250000,56.250000,56.250000,46.502148,0
2015-09-21,54.299999,54.660000,54.299999,54.660000,45.187691,250
2015-09-22,54.799999,54.799999,53.000000,53.009998,43.823620,45
2015-09-23,52.959999,52.959999,52.959999,52.959999,43.782284,0
2015-09-24,53.310001,53.310001,53.310001,53.310001,44.071636,0
2015-09-25,52.560001,52.560001,52.560001,52.560001,43.451607,0
2015-09-28,54.000000,54.000000,52.680000,52.680000,43.550812,150
2015-09-29,51.840000,52.849998,51.840000,52.849998,43.691349,19
2015-09-30,52.869999,53.650002,52.869999,53.650002,44.352718,500
2015-10-01,53.450001,53.450001,53.450001,53.450001,44.187374,0
2015-10-02,53.939999,55.000000,53.939999,55.000000,45.468765,3
2015-10-05,55.209999,56.630001,55.209999,56.630001,46.816296,60
2015-10-06,56.580002,56.580002,56.580002,56.580002,46.774960,0
2015-10-07,56.840000,56.840000,56.840000,56.840000,46.989906,0
2015-10-08,56.939999,56.939999,56.939999,56.939999,47.072571,0
2015-10-09,57.509998,57.509998,57.509998,57.509998,47.543793,0
2015-10-12,57.740002,57.740002,57.740002,57.740002,47.733940,0
2015-10-13,55.939999,55.939999,55.939999,55.939999,46.245869,0
2015-10-14,56.110001,56.110001,56.110001,56.110001,46.386406,0
2015-10-15,55.669998,55.770000,55.669998,55.770000,46.105331,60
2015-10-16,54.630001,54.630001,54.630001,54.630001,45.162888,0
2015-10-19,55.209999,56.040001,55.209999,56.040001,46.328541,180
2015-10-20,55.130001,55.130001,55.130001,55.130001,45.576241,0
2015-10-21,55.110001,55.110001,55.110001,55.110001,45.559704,0
2015-10-22,55.700001,57.820000,55.490002,57.820000,47.800076,580
2015-10-23,57.930000,60.470001,57.930000,60.470001,49.990849,45
2015-10-26,60.340000,60.340000,60.130001,60.130001,49.709763,681
2015-10-27,59.709999,60.090000,59.709999,60.090000,49.676697,50
2015-10-28,59.139999,59.139999,59.139999,59.139999,48.891327,0
2015-10-29,60.610001,60.610001,60.610001,60.610001,50.106579,0
2015-10-30,62.869999,64.160004,62.869999,64.160004,53.041389,40
2015-11-02,62.040001,64.000000,62.040001,63.650002,52.619766,293
2015-11-03,63.570000,63.779999,63.570000,63.779999,52.727234,300
2015-11-04,63.430000,63.430000,63.430000,63.430000,52.437889,0
2015-11-05,63.970001,64.269997,63.970001,64.269997,53.132320,30
2015-11-06,64.709999,64.709999,64.709999,64.709999,53.496071,0
2015-11-09,65.809998,66.419998,65.809998,66.419998,54.909733,320
2015-11-10,65.820000,65.820000,65.000000,65.010002,53.744091,69
2015-11-11,65.980003,65.980003,65.980003,65.980003,54.545990,0
2015-11-12,66.300003,66.300003,66.019997,66.019997,54.579052,35
2015-11-13,63.740002,63.740002,63.740002,63.740002,52.694172,0
2015-11-16,62.000000,63.000000,62.000000,63.000000,52.082405,300
2015-11-17,63.779999,63.779999,63.779999,63.779999,52.727234,0
2015-11-18,65.230003,65.570000,65.230003,65.570000,54.207035,30
2015-11-19,65.820000,65.820000,65.820000,65.820000,54.413715,0
2015-11-20,65.529999,65.790001,65.529999,65.790001,54.388916,100
2015-11-23,66.160004,66.160004,66.160004,66.160004,54.694798,0
2015-11-24,66.070000,66.070000,66.070000,66.070000,54.620392,0
2015-11-25,65.500000,67.459999,65.500000,67.459999,55.769508,302
2015-11-26,66.940002,67.949997,66.940002,67.949997,56.174595,1110
2015-11-27,67.419998,67.419998,67.419998,67.419998,55.736443,0
2015-11-30,67.779999,67.940002,67.779999,67.940002,56.166328,20
2015-12-01,68.330002,68.330002,68.330002,68.330002,56.488747,0
2015-12-02,67.150002,67.150002,67.150002,67.150002,55.513233,0
2015-12-03,66.790001,68.139999,64.279999,64.279999,53.140594,65
2015-12-04,64.059998,64.599998,63.070000,64.599998,53.405132,140
2015-12-07,64.650002,66.169998,64.650002,66.169998,54.703056,50
2015-12-08,66.099998,66.099998,66.099998,66.099998,54.645191,0
2015-12-09,64.699997,64.699997,63.959999,63.959999,52.876045,190
2015-12-10,63.160000,63.160000,63.160000,63.160000,52.214672,0
2015-12-11,64.120003,64.379997,64.120003,64.379997,53.223259,15
2015-12-14,62.240002,62.320000,62.240002,62.320000,51.520245,80
2015-12-15,62.150002,62.150002,61.669998,61.669998,50.982887,200
2015-12-16,63.290001,63.290001,63.290001,63.290001,52.322155,0
2015-12-17,65.279999,65.279999,65.279999,65.279999,53.967293,0
2015-12-18,64.809998,64.809998,64.809998,64.809998,53.578739,0
2015-12-21,62.849998,62.849998,62.849998,62.849998,51.958405,0
2015-12-22,62.529999,62.529999,62.529999,62.529999,51.693855,0
2015-12-23,62.240002,62.820000,62.240002,62.820000,51.933598,100
2015-12-28,62.290001,62.310001,62.290001,62.310001,51.511978,23
2015-12-29,62.200001,62.200001,62.200001,62.200001,51.421043,0
2015-12-30,62.959999,62.959999,62.910000,62.910000,52.008003,0
2016-01-04,61.599998,61.599998,61.599998,61.599998,50.925018,0
2016-01-05,61.299999,61.299999,61.299999,61.299999,50.677002,0
2016-01-06,61.619999,61.619999,61.619999,61.619999,50.941555,0
2016-01-07,60.000000,60.000000,59.130001,59.580002,49.255081,271
2016-01-08,59.990002,60.759998,59.990002,60.759998,50.230587,83
2016-01-11,57.669998,58.509998,57.669998,58.509998,48.370499,21
2016-01-12,58.320000,59.400002,58.320000,59.400002,49.106270,60
2016-01-13,59.799999,60.180000,59.799999,60.180000,49.751099,10
2016-01-14,58.349998,58.349998,58.349998,58.349998,48.238228,40
2016-01-15,57.849998,57.849998,57.849998,57.849998,47.824875,0
2016-01-18,57.000000,57.029999,56.070000,56.099998,46.378143,1048
2016-01-19,56.700001,56.830002,56.700001,56.830002,46.981636,20
2016-01-20,55.270000,55.270000,55.270000,55.270000,45.691982,0
2016-01-21,53.990002,53.990002,53.990002,53.990002,44.633797,0
2016-01-22,57.139999,57.139999,57.139999,57.139999,47.237919,0
2016-01-25,58.689999,58.689999,58.689999,58.689999,48.519306,0
2016-01-26,56.900002,57.950001,56.900002,57.950001,47.907551,140
2016-01-27,57.459999,57.459999,55.810001,55.810001,46.138401,25
2016-01-28,55.020000,55.020000,55.020000,55.020000,45.485306,0
2016-01-29,55.900002,56.180000,55.900002,56.180000,46.444279,96
2016-02-01,57.459999,57.459999,57.459999,57.459999,47.502457,0
2016-02-02,57.619999,57.619999,55.000000,55.000000,45.468765,177
2016-02-03,54.790001,54.790001,54.790001,54.790001,45.295162,0
2016-02-04,54.689999,54.689999,54.689999,54.689999,45.212486,0
2016-02-05,53.689999,53.689999,53.689999,53.689999,44.385780,0
2016-02-08,53.849998,54.169998,53.849998,54.169998,44.782600,170
2016-02-09,50.520000,50.520000,50.520000,50.520000,41.765133,0
2016-02-10,51.189999,52.549999,51.189999,52.549999,43.443336,150
2016-02-11,51.689999,51.689999,50.049999,50.049999,41.376579,351
2016-02-12,50.099998,50.810001,50.099998,50.810001,42.004875,30
2016-02-15,52.610001,53.820000,52.610001,53.820000,44.493256,50
2016-02-16,54.240002,54.240002,54.240002,54.240002,44.840473,3700
2016-02-17,53.799999,53.799999,53.799999,53.799999,44.476723,0
2016-02-18,55.540001,55.540001,55.540001,55.540001,45.915192,0
2016-02-19,55.900002,55.900002,55.900002,55.900002,46.212811,0
2016-02-22,55.290001,56.259998,55.290001,56.259998,46.510410,100
2016-02-23,55.840000,55.840000,55.840000,55.840000,46.163200,0
2016-02-24,54.910000,54.910000,53.750000,53.750000,44.435387,152
2016-02-25,55.270000,55.270000,55.270000,55.270000,45.691982,0
2016-02-26,57.520000,58.369999,57.520000,58.369999,48.254761,100
2016-02-29,57.139999,58.560001,57.139999,58.560001,48.411839,10
2016-03-01,59.259998,59.259998,59.259998,59.259998,48.990528,0
2016-03-02,61.060001,61.060001,60.700001,60.709999,50.189251,290
2016-03-03,60.660000,60.660000,60.660000,60.660000,50.147915,0
2016-03-04,60.970001,60.970001,60.970001,60.970001,50.404198,0
2016-03-07,61.779999,61.779999,61.779999,61.779999,51.073826,0
2016-03-08,61.060001,61.060001,61.060001,61.060001,50.478596,0
2016-03-09,60.650002,60.650002,60.650002,60.650002,50.139648,0
2016-03-10,60.660000,60.660000,58.110001,58.110001,48.039814,59
2016-03-11,58.910000,60.150002,58.910000,60.150002,49.726299,100
2016-03-14,60.299999,60.639999,60.299999,60.439999,49.966042,168
2016-03-15,60.169998,60.549999,60.169998,60.549999,50.056976,330
2016-03-16,60.279999,60.830002,60.279999,60.830002,50.288460,10
2016-03-17,60.810001,60.810001,57.750000,57.750000,47.742207,86
2016-03-18,59.700001,59.700001,59.700001,59.700001,49.354286,50
2016-03-21,60.599998,60.599998,60.599998,60.599998,50.098312,0
2016-03-22,60.689999,60.689999,60.689999,60.689999,50.172718,0
2016-03-23,60.840000,61.810001,60.840000,61.810001,51.098625,280
2016-03-24,60.779999,60.779999,60.779999,60.779999,50.247120,0
2016-03-29,59.869999,59.869999,59.869999,59.869999,49.494816,30
2016-03-30,60.380001,60.380001,60.380001,60.380001,49.916447,0
2016-03-31,59.820000,59.820000,59.820000,59.820000,49.453484,0
2016-04-01,57.470001,57.470001,57.470001,57.470001,47.510727,0
2016-04-04,56.950001,56.950001,56.950001,56.950001,47.080845,0
2016-04-05,56.389999,56.389999,55.950001,55.950001,46.254139,70
2016-04-06,57.060001,57.060001,56.310001,56.310001,46.551754,140
2016-04-07,56.509998,56.509998,56.509998,56.509998,46.717091,0
2016-04-08,56.869999,57.810001,56.869999,57.810001,47.791809,25
2016-04-11,57.119999,57.119999,57.119999,57.119999,47.221382,0
2016-04-12,56.040001,56.040001,55.259998,55.259998,45.683708,9
2016-04-13,56.669998,56.669998,56.669998,56.669998,46.849369,0
2016-04-14,57.639999,57.849998,57.639999,57.849998,47.824875,125
2016-04-15,56.770000,56.770000,56.770000,56.770000,46.932037,0
2016-04-18,56.470001,56.470001,56.470001,56.470001,46.684025,0
2016-04-19,57.230000,57.230000,57.230000,57.230000,47.312321,0
2016-04-20,57.180000,57.340000,57.180000,57.340000,47.403259,88
2016-04-21,57.490002,57.490002,57.490002,57.490002,47.527264,0
2016-04-22,57.849998,57.849998,57.849998,57.849998,47.824875,0
2016-04-25,58.099998,58.099998,58.009998,58.009998,47.957146,20
2016-04-26,58.619999,58.619999,58.619999,58.619999,48.461441,0
2016-04-27,58.169998,58.169998,57.720001,57.720001,47.717403,86
2016-04-28,57.500000,57.500000,54.770000,55.950001,46.254139,1522
2016-04-29,55.180000,55.180000,55.180000,55.180000,45.617573,0
2016-05-02,53.900002,53.900002,53.900002,53.900002,45.634510,0
2016-05-03,54.040001,54.040001,53.799999,53.799999,45.549843,100
2016-05-04,53.380001,53.380001,53.380001,53.380001,45.194248,0
2016-05-05,53.040001,53.040001,53.040001,53.040001,44.906387,0
2016-05-06,53.639999,53.930000,53.639999,53.930000,45.659908,23
2016-05-09,54.189999,54.189999,54.189999,54.189999,45.880035,0
2016-05-10,55.130001,55.130001,55.130001,55.130001,46.675892,0
2016-05-11,55.619999,55.619999,55.180000,55.180000,46.718220,20
2016-05-12,55.369999,55.369999,55.369999,55.369999,46.879086,0
2016-05-13,55.270000,55.270000,54.500000,54.500000,46.142498,200
2016-05-17,54.930000,54.930000,54.930000,54.930000,46.506561,0
2016-05-18,53.689999,53.689999,52.889999,52.889999,44.779388,377
2016-05-19,52.369999,53.840000,52.369999,53.840000,45.583710,5
2016-05-20,53.740002,53.740002,53.740002,53.740002,45.499046,0
2016-05-23,54.290001,54.290001,54.290001,54.290001,48.301590,0
2016-05-24,54.250000,55.320000,54.250000,55.320000,49.217976,50
2016-05-25,56.250000,56.250000,56.250000,56.250000,50.045391,0
2016-05-26,55.889999,55.889999,55.889999,55.889999,49.725098,0
2016-05-27,55.849998,55.849998,55.849998,55.849998,49.689507,0
2016-05-30,56.000000,56.000000,56.000000,56.000000,49.822968,10
2016-05-31,56.250000,56.250000,55.869999,55.869999,49.707302,50
2016-06-01,55.820000,56.049999,55.820000,56.049999,49.867447,35
2016-06-02,55.720001,55.720001,55.720001,55.720001,49.573856,0
2016-06-03,55.349998,55.349998,55.349998,55.349998,49.244663,0
2016-06-06,53.520000,53.520000,53.520000,53.520000,47.616524,0
2016-06-07,53.310001,53.310001,53.310001,53.310001,47.429684,0
2016-06-08,53.389999,53.389999,53.389999,53.389999,47.500858,0
2016-06-09,53.299999,53.299999,53.000000,53.020000,47.171673,64
2016-06-10,53.200001,53.200001,53.200001,53.200001,47.331818,0
2016-06-13,51.959999,51.959999,51.959999,51.959999,46.228592,0
2016-06-14,50.740002,51.090000,50.740002,51.090000,45.454559,14
2016-06-15,51.139999,51.139999,51.139999,51.139999,45.499046,0
2016-06-16,50.990002,50.990002,50.439999,50.439999,44.876255,870
2016-06-17,50.820000,50.820000,50.820000,50.820000,45.214340,0
2016-06-20,51.810001,52.660000,51.810001,52.660000,46.851383,100
2016-06-21,53.209999,53.599998,53.209999,53.599998,47.687691,100
2016-06-22,54.660000,54.660000,54.660000,54.660000,48.630772,0
2016-06-23,54.490002,54.490002,54.490002,54.490002,48.479527,0
2016-06-24,48.134998,52.220001,48.134998,51.900002,46.175217,811
2016-06-27,52.430000,52.430000,52.430000,52.430000,46.646755,0
2016-06-28,50.520000,51.389999,50.520000,51.389999,45.721462,50
2016-06-29,51.529999,51.590000,51.529999,51.590000,45.899403,77
2016-06-30,51.889999,51.889999,51.889999,51.889999,46.166317,0
2016-07-01,52.040001,52.040001,52.040001,52.040001,46.299770,0
2016-07-04,51.520000,51.520000,51.520000,51.520000,45.837132,0
2016-07-05,51.119999,51.119999,51.119999,51.119999,45.481251,0
2016-07-06,49.470001,49.470001,48.685001,48.720001,43.345985,800
2016-07-07,48.790001,49.224998,48.790001,49.224998,43.795277,150
2016-07-08,48.860001,48.860001,48.860001,48.860001,43.470539,0
2016-07-11,49.610001,49.770000,49.610001,49.770000,44.280159,500
2016-07-12,50.220001,50.220001,50.220001,50.220001,44.680527,0
2016-07-13,51.509998,53.110001,51.509998,53.110001,47.251740,67
2016-07-14,53.009998,53.009998,53.009998,53.009998,47.162769,0
2016-07-15,53.630001,53.630001,53.630001,53.630001,47.714390,50
2016-07-18,52.450001,52.450001,52.450001,52.450001,46.664543,0
2016-07-19,52.020000,52.020000,52.020000,52.020000,46.281979,0
2016-07-20,52.279999,52.919998,52.279999,52.860001,47.029324,210
2016-07-21,52.930000,52.930000,52.930000,52.930000,47.091599,0
2016-07-22,51.820000,51.820000,51.820000,51.820000,46.104038,0
2016-07-25,50.970001,50.970001,50.970001,50.970001,45.347797,0
2016-07-26,51.000000,51.000000,51.000000,51.000000,45.374489,0
2016-07-27,52.830002,53.580002,52.830002,53.580002,47.669903,40
2016-07-28,54.020000,54.020000,54.020000,54.020000,48.061367,0
2016-07-29,53.529999,53.529999,53.529999,53.529999,47.625420,0
2016-08-01,52.910000,52.910000,52.810001,52.810001,46.984837,250
2016-08-02,52.080002,52.080002,52.080002,52.080002,46.335361,0
2016-08-03,51.119999,51.119999,51.119999,51.119999,45.481251,0
2016-08-04,51.000000,51.000000,51.000000,51.000000,45.374489,0
2016-08-05,50.630001,50.630001,50.630001,50.630001,45.045300,0
2016-08-08,50.009998,50.009998,50.009998,50.009998,44.493687,0
2016-08-09,50.169998,51.029999,50.169998,51.000000,45.374489,270
2016-08-10,51.029999,51.029999,51.029999,51.029999,45.401176,0
2016-08-11,51.380001,51.730000,51.380001,51.730000,46.023964,75
2016-08-12,51.759998,51.759998,51.759998,51.759998,46.050655,0
2016-08-15,51.990002,51.990002,51.990002,51.990002,46.255287,0
2016-08-16,52.139999,52.139999,52.139999,52.139999,46.388741,0
2016-08-17,51.580002,51.580002,51.580002,51.580002,45.890507,0
2016-08-18,50.470001,50.470001,49.775002,50.130001,44.600452,504
2016-08-19,50.099998,50.099998,50.099998,50.099998,44.573757,0
2016-08-22,49.840000,49.840000,49.840000,49.840000,44.342442,0
2016-08-23,50.150002,50.150002,50.150002,50.150002,44.618244,0
2016-08-24,50.630001,50.630001,50.630001,50.630001,45.045300,0
2016-08-25,51.150002,51.150002,51.150002,51.150002,45.507938,0
2016-08-26,50.520000,50.520000,50.520000,50.520000,44.947437,0
2016-08-29,50.740002,51.000000,50.740002,51.000000,45.374489,100
2016-08-30,51.279999,51.599998,51.279999,51.599998,45.908302,10
2016-08-31,51.320000,52.619999,51.320000,52.619999,46.815800,50
2016-09-01,52.070000,52.070000,52.070000,52.070000,46.326458,0
2016-09-02,51.869999,52.099998,51.869999,52.099998,46.353153,75
2016-09-05,53.310001,53.310001,53.310001,53.310001,47.429684,0
2016-09-06,54.099998,54.099998,54.099998,54.099998,48.132542,55
2016-09-07,54.599998,54.599998,54.599998,54.599998,48.577389,192
2016-09-08,54.619999,54.619999,54.619999,54.619999,48.595188,0
2016-09-09,55.340000,55.340000,55.340000,55.340000,49.235767,0
2016-09-12,54.750000,54.750000,54.750000,54.750000,48.710846,0
2016-09-13,54.790001,54.790001,54.619999,54.619999,48.595188,10
2016-09-14,54.119999,54.119999,54.119999,54.119999,48.150337,0
2016-09-15,53.040001,53.040001,53.040001,53.040001,47.189465,0
2016-09-16,52.889999,52.889999,52.889999,52.889999,47.056007,0
2016-09-19,52.910000,52.910000,52.400002,52.889999,47.056007,400
2016-09-20,52.959999,52.959999,52.959999,52.959999,47.118286,0
2016-09-21,52.820000,52.820000,52.820000,52.820000,46.993732,0
2016-09-22,52.939999,52.939999,52.939999,52.939999,47.100498,0
2016-09-23,53.340000,53.750000,53.340000,53.750000,47.821152,350
2016-09-26,53.680000,53.680000,53.680000,53.680000,47.758869,0
2016-09-27,52.779999,52.779999,52.779999,52.779999,46.958141,0
2016-09-28,52.279999,52.279999,52.279999,52.279999,46.513298,0
2016-09-29,53.169998,53.169998,53.169998,53.169998,47.305126,0
2016-09-30,52.759998,52.759998,52.759998,52.759998,46.940353,0
2016-10-04,53.650002,54.799999,53.650002,54.799999,48.755329,1080
2016-10-05,54.430000,54.430000,54.430000,54.430000,48.426144,0
2016-10-06,54.880001,54.880001,54.880001,54.880001,48.826504,0
2016-10-07,54.290001,54.290001,53.669998,53.669998,47.749977,42
2016-10-10,53.790001,53.790001,53.790001,53.790001,47.856739,0
2016-10-11,54.180000,54.180000,53.119999,53.119999,47.260639,35
2016-10-12,52.990002,52.990002,52.599998,52.599998,46.797997,200
2016-10-13,52.250000,52.250000,52.250000,52.250000,46.486603,0
2016-10-14,52.529999,52.529999,52.529999,52.529999,46.735722,0
2016-10-17,52.500000,52.500000,52.500000,52.500000,46.709034,0
2016-10-18,52.889999,52.889999,52.889999,52.889999,47.056007,0
2016-10-19,53.619999,54.230000,53.619999,54.230000,48.248207,600
2016-10-20,54.369999,54.369999,54.369999,54.369999,48.372761,0
2016-10-21,54.259998,54.259998,54.259998,54.259998,48.274895,0
2016-10-24,54.209999,54.810001,54.209999,54.810001,48.764229,500
2016-10-25,54.930000,54.930000,54.930000,54.930000,48.870991,0
2016-10-26,52.509998,55.250000,52.509998,55.250000,49.155689,300
2016-10-27,55.189999,55.189999,55.189999,55.189999,49.102310,0
2016-10-28,55.240002,55.240002,55.240002,55.240002,49.146801,0
2016-10-31,54.650002,54.650002,54.650002,54.650002,48.621876,0
2016-11-01,54.290001,54.290001,54.290001,54.290001,48.301590,0
2016-11-02,52.680000,52.680000,52.680000,52.680000,46.869171,0
2016-11-03,52.520000,52.520000,52.520000,52.520000,46.726826,0
2016-11-04,52.049999,52.049999,52.049999,52.049999,46.308670,0
2016-11-07,52.549999,52.549999,52.549999,52.549999,46.753513,0
2016-11-08,53.119999,53.119999,52.470001,53.040001,47.189465,196
2016-11-09,50.490002,51.599998,50.490002,51.599998,45.908302,90
2016-11-10,53.980000,56.099998,53.980000,56.099998,49.911938,49
2016-11-11,55.430000,55.430000,54.500000,54.500000,48.488422,530
2016-11-14,55.139999,55.139999,55.139999,55.139999,49.057827,0
2016-11-15,56.400002,56.400002,56.400002,56.400002,50.178844,0
2016-11-16,56.529999,56.529999,56.529999,56.529999,50.294502,0
2016-11-17,54.970001,54.970001,54.970001,54.970001,48.906578,0
2016-11-18,55.730000,55.730000,55.730000,55.730000,49.582745,0
2016-11-21,54.740002,54.740002,54.740002,54.740002,48.701950,0
2016-11-22,57.720001,58.330002,57.720001,58.330002,51.895958,58
2016-11-23,58.669998,59.740002,58.669998,59.740002,53.150429,300
2016-11-24,59.700001,59.700001,59.700001,59.700001,53.114845,0
2016-11-25,60.049999,60.049999,60.049999,60.049999,53.426235,0
2016-11-28,59.990002,59.990002,59.990002,59.990002,53.372856,0
2016-11-29,59.820000,59.820000,59.820000,59.820000,53.221603,0
2016-11-30,60.220001,60.220001,60.220001,60.220001,53.577484,0
2016-12-01,59.900002,59.900002,59.900002,59.900002,53.292782,0
